chrom,start,end,trim.Female_05_2,trim.Female_10,trim.Female_02_2,merge_F2,trim.Female_07_1,trim.Female_01_2,trim.Female_02_1,trim.Female_06_1,trim.Female_03_2,merge_F1,trim.Male_03,trim.Female_09_2,trim.Male_09,trim.Male_14,merge_F3,trim.Female_12,trim.Female_04_1,trim.Female_05_1,trim.Female_03_1,trim.Male_07,merge_M1,trim.Female_11,trim.Female_08_1,trim.Male_12,trim.Male_04,merge_M3,trim.Male_06,trim.Male_08,trim.Male_10,trim.Female_08_2,trim.Female_04_2,trim.Female_15,trim.Male_05,trim.Female_01_1,trim.Male_15_1,trim.Female_07_2,trim.Male_01,trim.Male_11,trim.Female_06_2,trim.Male_02,merge_M2,trim.Female_09_1,trim.Male_15_2,wgs_f_median,wgs_m_median,wgs_log2,wgs_pval,dart_f_median,dart_m_median,dart_log2,dart_pval,final_classification
scaffold_2453,0,1000,1.9573333333333334,0.5216,0.36185133239831696,5.5996127942660605,1.0714285714285714,0.915625,1.0,1.5741710296684117,1.8235294117647058,6.765110039766847,1.3636363636363635,0.2566510172143975,1.482608695652174,1.2019002375296912,6.908470861268695,1.4377510040160641,1.3944223107569722,1.4356725146198832,1.4075829383886258,1.1638655462184875,7.039140138350674,1.0167224080267558,1.0,1.108179419525066,1.727454909819639,6.914183393222267,1.5909090909090908,1.0,1.476,1.3080568720379147,0.7681159420289856,0.9251700680272109,1.342007434944238,1.2902097902097902,1.0653846153846156,0.9404255319148938,1.0909090909090908,1.2347826086956522,0.9403508771929825,2.979166666666667,6.589294904786413,0.4743833017077799,0.44178082191780826,6.765110039766847,6.914183393222267,0.03144546490235241,0.4,1.008361204013378,1.2347826086956522,0.29224428850595435,0.09784672978086621,No
scaffold_2453,1000,2000,0.064,0.016,0.014025245441795233,6.130877597676766,0.01785714285714286,0.04687499999999999,0.03225806451612903,0.017452006980802792,0.03676470588235294,7.967464727351965,0.018181818181818184,0.0,0.0,0.0,8.427256317689531,0.0,0.019920318725099605,0.0,0.0,0.0,8.221638667125614,0.0,0.018315018315018316,0.06332453825857519,0.052104208416833664,8.523332486419125,0.0,0.06635071090047394,0.124,0.12322274881516589,0.05072463768115943,0.05170068027210885,0.10408921933085503,0.017482517482517484,0.03461538461538462,0.09361702127659575,0.11655011655011654,0.06608695652173913,0.0,0.0,7.760017645761341,0.07210626185958255,0.01712328767123288,7.967464727351965,8.221638667125614,0.04530523559650058,0.7,0.018086080586080588,0.03461538461538462,0.9364954923641122,0.5204903432077356,No
scaffold_2453,2000,3000,0.0,0.0,0.0,0.4219512697464627,0.0,0.0,0.0,0.0,0.0,0.4690989813150297,0.0,0.0,0.0,0.0,0.45536358947911293,0.0,0.0,0.0,0.0,0.0,0.48017454836166595,0.0,0.0,0.0,0.0,0.47681269887360417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4601447372567143,0.0,0.0,0.45536358947911293,0.47681269887360417,0.06640357754431747,0.2,0.0,0.0,0.0,1.0,No
scaffold_2453,3000,4000,64.608,44.9632,29.64656381486676,62.55965645789138,44.11785714285715,32.590625,50.935483870967744,52.11867364746945,94.77205882352939,35.32219316881844,41.38545454545454,36.237871674491394,39.94347826086957,29.128266033254157,36.898027333677156,50.5140562248996,46.410358565737056,38.21052631578948,61.20853080568721,49.65966386554622,42.91443577131055,34.91973244147157,51.35531135531135,40.16358839050132,40.589178356713425,41.10147242084377,43.86363636363636,50.99052132701422,39.948,62.18009478672985,44.66666666666667,34.672108843537416,40.63568773234201,41.67132867132867,59.134615384615394,53.991489361702136,49.291375291375296,41.0295652173913,46.02105263157895,83.61111111111111,42.736847080571806,56.72106261859583,52.0068493150685,36.898027333677156,42.736847080571806,0.21193678341973723,0.7,46.215705598658005,41.38545454545454,-0.15925940304835215,0.4672512780859125,No
scaffold_2453,4000,5000,0.0,0.0,0.0,0.057844005519741316,0.0,0.0,0.0,0.0,0.0,0.03645748215939424,0.0,0.0,0.0,0.0,0.037506446621970085,0.0,0.0,0.0,0.0,0.0,0.05672821754144414,0.0,0.0,0.0,0.0,0.05613831318887397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05509048704401987,0.0,0.0,0.037506446621970085,0.05613831318887397,0.5818343613328245,0.7,0.0,0.0,0.0,1.0,No
scaffold_2453,5000,6000,0.016,0.0,0.0,12.908594731530494,0.010714285714285714,0.0,0.019354838709677417,0.0,0.0,8.69828948085199,0.021818181818181816,0.0,0.0,0.007125890736342042,9.746725116039196,0.0,0.0,0.0,0.014218009478672987,0.0,10.987175358923396,0.0,0.0,0.0,0.028056112224448898,10.805947757492167,0.0,0.0,0.0,0.014218009478672987,0.0,0.0,0.011152416356877323,0.0,0.0,0.0,0.0,0.020869565217391303,0.021052631578947368,0.034722222222222224,11.390507000535674,0.0,0.0,9.746725116039196,10.987175358923396,0.17283105940201907,0.7,0.0,0.0,0.0,0.32429056844824444,No
scaffold_2453,6000,7000,0.0,0.0,0.0,0.003624904743270241,0.0,0.0,0.0,0.0,0.0,0.0029961322656207445,0.0,0.0,0.0,0.0,0.002939659618359979,0.0,0.0,0.0,0.0,0.0,0.01269139805243113,0.0,0.0,0.0,0.0,0.014324948882678185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016521894398521118,0.0,0.0,0.0029961322656207445,0.014324948882678185,2.2569760418532434,0.1,0.0,0.0,0.0,1.0,Male_Biased
scaffold_2453,7000,8000,0.0,0.0,0.0,0.003017321277778922,0.0,0.0,0.0,0.0,0.0,0.0027646129541864135,0.0,0.0,0.0,0.0,0.0030685920577617327,0.0,0.0,0.0,0.0,0.0,0.016100198754177723,0.0,0.0,0.0,0.0,0.018438532176690503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015461048032182508,0.0,0.0,0.003017321277778922,0.016100198754177723,2.4153498194969334,0.1,0.0,0.0,0.0,1.0,Male_Biased
scaffold_2453,8000,9000,0.0,0.0,0.0,0.2331678784009227,0.0,0.0,0.0,0.0,0.0,0.22293947812823445,0.0,0.0,0.0,0.0,0.23171738009283135,0.0,0.0,0.0,0.0,0.0,0.2663972196622289,0.0,0.0,0.0,0.0,0.24864191257425622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608211581081223,0.0,0.0,0.23171738009283135,0.2608211581081223,0.1706939542198414,0.1,0.0,0.0,0.0,1.0,No
scaffold_2453,9000,10000,0.4373333333333333,0.25920000000000004,0.14866760168302945,1.5194838629950775,0.325,0.315625,0.432258064516129,0.40139616055846417,0.5294117647058822,1.3364724628207225,0.2618181818181818,0.4194053208137716,0.47826086956521746,0.3087885985748219,1.368102114492006,0.3092369477911646,0.2111553784860558,0.3362573099415204,0.6635071090047393,0.40336134453781514,1.530851311888609,0.36789297658862874,0.38461538461538464,0.6068601583113455,0.2885771543086172,1.4552042878056453,0.4595959595959596,0.2274881516587678,0.404,0.6113744075829385,0.13768115942028986,0.27482993197278915,0.26765799256505574,0.31818181818181823,0.4961538461538462,0.3063829787234043,0.3123543123543124,0.35130434782608694,0.3192982456140351,0.8680555555555556,1.481508712594662,0.3074003795066414,0.47602739726027393,1.368102114492006,1.481508712594662,0.11489111362284778,0.4,0.3221491228070176,0.40336134453781514,0.32434326424761356,0.37797653665522657,No
