NonamEVm000093t1	Scc_1163	99.960	4953	2	0	3417	8369	25036	29988	0.0	9136
NonamEVm000093t1	Scc_1163	100.000	450	0	0	9127	9576	37536	37985	0.0	832
NonamEVm000093t1	Scc_1163	100.000	392	0	0	8738	9129	33657	34048	0.0	725
NonamEVm000093t1	Scc_1163	99.730	370	1	0	3052	3421	23921	24290	0.0	678
NonamEVm000093t1	Scc_1163	100.000	293	0	0	1	293	1454	1746	1.13e-154	542
NonamEVm000093t1	Scc_1163	100.000	271	0	0	1997	2267	17138	17408	1.91e-142	501
NonamEVm000093t1	Scc_1163	99.563	229	0	1	2266	2493	17896	18124	7.12e-117	416
NonamEVm000093t1	Scc_1163	100.000	218	0	0	1578	1795	15178	15395	5.54e-113	403
NonamEVm000093t1	Scc_1163	100.000	210	0	0	2844	3053	22998	23207	1.55e-108	388
NonamEVm000093t1	Scc_1163	100.000	206	0	0	1793	1998	15831	16036	2.60e-106	381
NonamEVm000093t1	Scc_1163	100.000	201	0	0	971	1171	10078	10278	1.56e-103	372
NonamEVm000093t1	Scc_1163	100.000	197	0	0	293	489	3008	3204	2.62e-101	364
NonamEVm000093t1	Scc_1163	100.000	162	0	0	1299	1460	12803	12964	7.48e-82	300
NonamEVm000093t1	Scc_1163	100.000	153	0	0	723	875	8383	8535	7.53e-77	283
NonamEVm000093t1	Scc_1163	99.346	153	1	0	8443	8595	31582	31734	3.50e-75	278
NonamEVm000093t1	Scc_1163	100.000	147	0	0	8593	8739	31986	32132	1.63e-73	272
NonamEVm000093t1	Scc_1163	100.000	131	0	0	1172	1302	12184	12314	1.28e-64	243
NonamEVm000093t1	Scc_1163	100.000	129	0	0	2610	2738	20685	20813	1.65e-63	239
NonamEVm000093t1	Scc_1163	100.000	125	0	0	489	613	3648	3772	2.77e-61	231
NonamEVm000093t1	Scc_1163	100.000	123	0	0	1455	1577	13969	14091	3.58e-60	228
NonamEVm000093t1	Scc_1163	100.000	122	0	0	2489	2610	19480	19601	1.29e-59	226
NonamEVm000093t1	Scc_1163	100.000	115	0	0	611	725	6204	6318	1.00e-55	213
NonamEVm000093t1	Scc_1163	100.000	107	0	0	2737	2843	22054	22160	2.81e-51	198
NonamEVm000093t1	Scc_1163	100.000	96	0	0	876	971	9181	9276	3.66e-45	178
NonamEVm000093t1	Scc_1163	98.864	88	0	1	8364	8450	30593	30680	1.71e-38	156
NonamEVm002966t3	Scc_2453	89.599	798	77	6	1572	2366	84950	85744	0.0	1009
NonamEVm002966t3	Scc_2453	90.071	705	66	4	1663	2363	85272	85976	0.0	911
NonamEVm002966t3	Scc_2453	85.630	682	89	7	1699	2374	85038	85716	0.0	708
NonamEVm002966t3	Scc_2453	85.778	668	84	6	1666	2329	85626	86286	0.0	697
NonamEVm002966t3	Scc_2453	89.548	354	35	2	2014	2366	85044	85396	6.22e-127	448
NonamEVm002966t3	Scc_2453	100.000	206	0	0	692	897	40650	40855	6.40e-107	381
NonamEVm002966t3	Scc_2453	99.522	209	1	0	1153	1361	59727	59935	6.40e-107	381
NonamEVm002966t3	Scc_2453	100.000	168	0	0	429	596	23133	23300	8.51e-86	311
NonamEVm002966t3	Scc_2453	100.000	146	0	0	47	192	10528	10673	1.44e-73	270
NonamEVm002966t3	Scc_2453	99.275	138	0	1	1021	1157	53088	53225	6.77e-67	248
NonamEVm002966t3	Scc_2453	100.000	131	0	0	896	1026	42944	43074	3.15e-65	243
NonamEVm002966t3	Scc_2453	100.000	126	0	0	191	316	13757	13882	1.90e-62	233
NonamEVm002966t3	Scc_2453	100.000	123	0	0	1362	1484	67104	67226	8.82e-61	228
NonamEVm002966t3	Scc_2453	99.194	124	0	1	312	434	17006	17129	4.10e-59	222
NonamEVm002966t3	Scc_2453	100.000	98	0	0	595	692	35621	35718	6.96e-47	182
NonamEVm002966t3	Scc_2453	100.000	92	0	0	1484	1575	75905	75996	1.51e-43	171
NonamEVm002966t3	Scc_2453	100.000	50	0	0	1	50	4841	4890	3.36e-20	93.5

